,Owner,No_BHK,Location,price,sqfeet
628,AGENT,Residential Plot,Sadashivpet, 32.5 L,"1,444 / sq ft"
629,AGENT,Residential Plot,Sadashivpet, 29.25 L,"1,444 / sq ft"
630,AGENT,Residential Plot,Sadashivpet, 26 L,"1,444 / sq ft"
631,AGENT,Residential Plot,Sadashivpet, 25.35 L,"1,444 / sq ft"
632,AGENT,Residential Plot,Sadashivpet, 24.7 L,"1,444 / sq ft"
633,AGENT,Residential Plot,Sadashivpet, 23.4 L,"1,444 / sq ft"
634,AGENT,Residential Plot,Sadashivpet, 22.1 L,"1,444 / sq ft"
635,AGENT,Residential Plot,Sadashivpet, 21.19 L,"1,444 / sq ft"
636,AGENT,Residential Plot,Aroor, 26.08 L,"1,777 / sq ft"
637,AGENT,Residential Plot,Aroor, 64 L,"1,777 / sq ft"
638,AGENT,Residential Plot,Aroor, 60 L,"1,904 / sq ft"
639,AGENT,Residential Plot,Aroor, 56 L,"1,777 / sq ft"
640,AGENT,Residential Plot,Aroor, 52 L,"1,777 / sq ft"
641,BUILDER,3 BHK Apartment,Nizampet, 1.21 Cr,"6,500 / sq ft"
642,BUILDER,3 BHK Apartment,Nizampet, 1.11 Cr,"6,500 / sq ft"
643,BUILDER,3 BHK Apartment,Nizampet, 1.11 Cr,"6,500 / sq ft"
644,BUILDER,2 BHK Apartment,Nizampet, 88.4 L,"6,500 / sq ft"
645,BUILDER,2 BHK Apartment,Nizampet, 88.4 L,"6,500 / sq ft"
646,BUILDER,3 BHK Apartment,Nizampet, 1.18 Cr,"6,500 / sq ft"
647,BUILDER,3 BHK Apartment,Nizampet, 1.18 Cr,"6,500 / sq ft"
648,BUILDER,2 BHK Apartment,Nizampet, 81.57 L,"6,500 / sq ft"
649,BUILDER,2 BHK Apartment,Nizampet, 81.57 L,"6,500 / sq ft"
650,BUILDER,2 BHK Apartment,Nizampet, 82.55 L,"6,500 / sq ft"
651,BUILDER,2 BHK Apartment,Nizampet, 82.55 L,"6,500 / sq ft"
652,VERIFIED OWNER,Residential Plot,Aziz Nagar, 50 L,"2,436 / sq ft"
653,BUILDER,3 BHK Apartment,Rajendra Nagar, 88.2 L,"7,224 / sq ft"
654,BUILDER,2 BHK Apartment,Rajendra Nagar, 72 L,"7,347 / sq ft"
655,BUILDER,2 BHK Apartment,Rajendra Nagar, 66.99 L,"7,204 / sq ft"
656,BUILDER,1 RK Studio Apartment,Rajendra Nagar, 33.99 L,"8,947 / sq ft"
657,BUILDER,3 BHK Independent House,Kollur, 2.08 Cr,"6,500 / sq ft"
658,VERIFIED OWNER,4 BHK Villa,Velmala, 4.51 Cr,"11,000 / sq ft"
659,VERIFIED OWNER,3 BHK Apartment,Sainikpuri, 85.2 L,"5,325 / sq ft"
660,BUILDER,3 BHK Apartment,Nagole, 1.11 Cr,"6,166 / sq ft"
661,BUILDER,3 BHK Apartment,Nagole, 1.15 Cr,"6,151 / sq ft"
662,BUILDER,3 BHK Apartment,Nagole, 1.02 Cr,"6,089 / sq ft"
663,BUILDER,3 BHK Apartment,Nagole, 1.12 Cr,"6,162 / sq ft"
664,BUILDER,3 BHK Apartment,Nagole, 1.1 Cr,"6,170 / sq ft"
665,BUILDER,3 BHK Apartment,Nagole, 99.62 L,"6,104 / sq ft"
666,BUILDER,3 BHK Apartment,Nagole, 99.56 L,"6,104 / sq ft"
667,BUILDER,3 BHK Apartment,Nagole, 88.28 L,"6,164 / sq ft"
668,VERIFIED OWNER,4 BHK Apartment,Narsingi, 68.6 L,"5,697 / sq ft"
669,BUILDER,Residential Plot,Gagillapur, 1.19 Cr,"3,333 / sq ft"
670,BUILDER,Residential Plot,Gagillapur, 1.19 Cr,"3,333 / sq ft"
671,BUILDER,Residential Plot,Gagillapur, 1.19 Cr,"3,333 / sq ft"
672,BUILDER,Residential Plot,Gagillapur, 1.19 Cr,"3,333 / sq ft"
673,BUILDER,Residential Plot,Gagillapur, 59.99 L,"3,333 / sq ft"
674,BUILDER,Residential Plot,Gagillapur, 59.99 L,"3,333 / sq ft"
675,BUILDER,Residential Plot,Gagillapur, 1.79 Cr,"3,333 / sq ft"
676,BUILDER,Residential Plot,Gagillapur, 1.79 Cr,"3,333 / sq ft"
677,BUILDER,Residential Plot,Gagillapur, 89.99 L,"3,333 / sq ft"
678,BUILDER,Residential Plot,Gagillapur, 89.99 L,"3,333 / sq ft"
679,BUILDER,Residential Plot,Gagillapur, 44.99 L,"3,333 / sq ft"
680,BUILDER,Residential Plot,Gagillapur, 44.99 L,"3,333 / sq ft"
681,BUILDER,Residential Plot,Gagillapur, 65.99 L,"3,333 / sq ft"
682,BUILDER,Residential Plot,Gagillapur, 65.99 L,"3,333 / sq ft"
683,BUILDER,Residential Plot,Gagillapur, 49.49 L,"3,333 / sq ft"
684,BUILDER,Residential Plot,Gagillapur, 49.49 L,"3,333 / sq ft"
685,BUILDER,Residential Plot,Gagillapur, 37.49 L,"3,333 / sq ft"
686,BUILDER,Residential Plot,Gagillapur, 37.49 L,"3,333 / sq ft"
687,BUILDER,Residential Plot,Gagillapur, 79.79 L,"3,333 / sq ft"
688,BUILDER,Residential Plot,Gagillapur, 79.79 L,"3,333 / sq ft"
689,VERIFIED OWNER,2 BHK Independent House,Laxmiguda, 75 L,"6,818 / sq ft"
690,VERIFIED OWNER,2 BHK Apartment,Bongloor, 55 L,"5,000 / sq ft"
691,VERIFIED OWNER,Residential Plot,Kadthal, 25 L,205 / sq ft
692,VERIFIED OWNER,2 BHK Apartment,Ameenpur, 50 L,"4,901 / sq ft"
693,VERIFIED OWNER,3 BHK Apartment,Bachupally, 87.49 L,"5,700 / sq ft"
694,BUILDER,3 BHK Apartment,Narsingi, 1.5 Cr,"6,999 / sq ft"
695,BUILDER,3 BHK Apartment,Narsingi, 1.51 Cr,"6,999 / sq ft"
696,BUILDER,3 BHK Apartment,Narsingi, 1.78 Cr,"6,999 / sq ft"
697,BUILDER,3 BHK Apartment,Narsingi, 1.41 Cr,"6,999 / sq ft"
698,BUILDER,3 BHK Apartment,Narsingi, 1.23 Cr,"6,999 / sq ft"
699,BUILDER,3 BHK Apartment,Narsingi, 1.71 Cr,"6,999 / sq ft"
700,BUILDER,4 BHK Apartment,Hitech City, 3.19 Cr,"8,900 / sq ft"
701,BUILDER,3 BHK Apartment,Hitech City, 2.03 Cr,"8,900 / sq ft"
702,BUILDER,3 BHK Apartment,Hitech City, 2.5 Cr,"8,900 / sq ft"
703,BUILDER,4 BHK Apartment,Hitech City, 3.18 Cr,"8,900 / sq ft"
704,BUILDER,3 BHK Apartment,Hitech City, 2.52 Cr,"8,900 / sq ft"
705,BUILDER,4 BHK Apartment,Hitech City, 3.73 Cr,"8,900 / sq ft"
706,BUILDER,3 BHK Apartment,Hitech City, 2.01 Cr,"8,900 / sq ft"
707,BUILDER,4 BHK Apartment,Hitech City, 3.71 Cr,"8,900 / sq ft"
708,BUILDER,3 BHK Apartment,Hitech City, 2.26 Cr,"8,900 / sq ft"
709,BUILDER,3 BHK Apartment,Hitech City, 2.25 Cr,"8,900 / sq ft"
710,BUILDER,3 BHK Apartment,Hitech City, 2.02 Cr,"8,900 / sq ft"
711,BUILDER,5 BHK Apartment,Hitech City, 4.03 Cr,"8,900 / sq ft"
712,BUILDER,3 BHK Apartment,Hitech City, 2.2 Cr,"8,900 / sq ft"
713,BUILDER,3 BHK Apartment,Hitech City, 2.67 Cr,"8,900 / sq ft"
714,BUILDER,5 BHK Apartment,Hitech City, 4.52 Cr,"8,900 / sq ft"
715,BUILDER,3 BHK Apartment,Hitech City, 1.98 Cr,"8,900 / sq ft"
716,BUILDER,5 BHK Apartment,Hitech City, 4.04 Cr,"8,900 / sq ft"
717,BUILDER,3 BHK Apartment,Hitech City, 2.69 Cr,"8,900 / sq ft"
718,BUILDER,3 BHK Apartment,Hitech City, 2.65 Cr,"8,900 / sq ft"
719,BUILDER,5 BHK Apartment,Hitech City, 6.4 Cr,"8,900 / sq ft"
720,BUILDER,3 BHK Apartment,Hitech City, 2.01 Cr,"8,900 / sq ft"
721,BUILDER,4 BHK Apartment,Hitech City, 3.71 Cr,"8,900 / sq ft"
722,BUILDER,3 BHK Apartment,Hitech City, 2.26 Cr,"8,900 / sq ft"
723,BUILDER,3 BHK Apartment,Hitech City, 2.25 Cr,"8,900 / sq ft"
724,BUILDER,3 BHK Apartment,Hitech City, 2.02 Cr,"8,900 / sq ft"
725,BUILDER,5 BHK Apartment,Hitech City, 4.03 Cr,"8,900 / sq ft"
726,BUILDER,3 BHK Apartment,Hitech City, 2.2 Cr,"8,900 / sq ft"
727,BUILDER,3 BHK Apartment,Hitech City, 2.67 Cr,"8,900 / sq ft"
728,BUILDER,5 BHK Apartment,Hitech City, 4.52 Cr,"8,900 / sq ft"
729,BUILDER,3 BHK Apartment,Hitech City, 1.98 Cr,"8,900 / sq ft"
730,BUILDER,5 BHK Apartment,Hitech City, 4.04 Cr,"8,900 / sq ft"
731,BUILDER,3 BHK Apartment,Hitech City, 2.69 Cr,"8,900 / sq ft"
732,BUILDER,3 BHK Apartment,Hitech City, 2.65 Cr,"8,900 / sq ft"
733,BUILDER,5 BHK Apartment,Hitech City, 6.4 Cr,"8,900 / sq ft"
734,BUILDER,3 BHK Apartment,Hitech City, 1.96 Cr,"8,900 / sq ft"
735,BUILDER,4 BHK Apartment,Hitech City, 3.92 Cr,"8,900 / sq ft"
736,BUILDER,3 BHK Apartment,Hitech City, 2.85 Cr,"8,900 / sq ft"
737,BUILDER,3 BHK Apartment,Hitech City, 2.14 Cr,"8,900 / sq ft"
738,BUILDER,3 BHK Apartment,Hitech City, 2.86 Cr,"8,900 / sq ft"
739,BUILDER,3 BHK Apartment,Hitech City, 1.89 Cr,"8,900 / sq ft"
740,BUILDER,3 BHK Apartment,Hitech City, 2.12 Cr,"8,900 / sq ft"
741,BUILDER,3 BHK Apartment,Hitech City, 2.13 Cr,"8,900 / sq ft"
742,BUILDER,5 BHK Apartment,Hitech City, 5.34 Cr,"8,900 / sq ft"
743,BUILDER,5 BHK Apartment,Hitech City, 3.96 Cr,"8,900 / sq ft"
744,BUILDER,4 BHK Apartment,Hitech City, 4.27 Cr,"8,900 / sq ft"
745,BUILDER,3 BHK Apartment,Hitech City, 1.86 Cr,"8,900 / sq ft"
746,BUILDER,4 BHK Apartment,Hitech City, 3.23 Cr,"8,900 / sq ft"
747,BUILDER,5 BHK Apartment,Hitech City, 4.24 Cr,"8,900 / sq ft"
748,BUILDER,4 BHK Apartment,Hitech City, 5.73 Cr,"8,900 / sq ft"
749,BUILDER,4 BHK Apartment,Hitech City, 4.31 Cr,"8,900 / sq ft"
750,BUILDER,4 BHK Apartment,Hitech City, 3.27 Cr,"8,900 / sq ft"
751,BUILDER,5 BHK Apartment,Hitech City, 5.7 Cr,"8,900 / sq ft"
752,BUILDER,4 BHK Apartment,Hitech City, 3.5 Cr,"8,900 / sq ft"
753,BUILDER,3 BHK Apartment,Kukatpally, 1.82 Cr,"8,000 / sq ft"
754,BUILDER,3 BHK Apartment,Kukatpally, 1.82 Cr,"8,000 / sq ft"
755,BUILDER,3 BHK Apartment,Kukatpally, 2.26 Cr,"8,000 / sq ft"
756,BUILDER,3 BHK Apartment,Kukatpally, 1.84 Cr,"8,000 / sq ft"
757,BUILDER,3 BHK Apartment,Kukatpally, 1.42 Cr,"8,000 / sq ft"
758,BUILDER,3 BHK Apartment,Kukatpally, 1.42 Cr,"8,000 / sq ft"
759,BUILDER,3 BHK Apartment,Kukatpally, 1.4 Cr,"8,000 / sq ft"
760,BUILDER,3 BHK Apartment,Kukatpally, 1.68 Cr,"8,000 / sq ft"
761,BUILDER,3 BHK Apartment,Kukatpally, 1.44 Cr,"8,000 / sq ft"
762,BUILDER,3 BHK Apartment,Kukatpally, 2.2 Cr,"8,000 / sq ft"
763,BUILDER,3 BHK Apartment,Kukatpally, 2.2 Cr,"8,000 / sq ft"
764,BUILDER,3 BHK Apartment,Kukatpally, 1.55 Cr,"8,000 / sq ft"
765,BUILDER,3 BHK Apartment,Kukatpally, 1.82 Cr,"8,000 / sq ft"
766,BUILDER,3 BHK Apartment,Kukatpally, 2.26 Cr,"8,000 / sq ft"
767,BUILDER,3 BHK Apartment,Kukatpally, 2.26 Cr,"8,000 / sq ft"
768,BUILDER,3 BHK Apartment,Kukatpally, 1.84 Cr,"8,000 / sq ft"
769,BUILDER,3 BHK Apartment,Kukatpally, 1.84 Cr,"8,000 / sq ft"
770,BUILDER,3 BHK Apartment,Kukatpally, 1.42 Cr,"8,000 / sq ft"
771,BUILDER,3 BHK Apartment,Kukatpally, 1.42 Cr,"8,000 / sq ft"
772,BUILDER,3 BHK Apartment,Kukatpally, 2.56 Cr,"8,000 / sq ft"
773,BUILDER,3 BHK Apartment,Kukatpally, 2.56 Cr,"8,000 / sq ft"
774,BUILDER,3 BHK Apartment,Kukatpally, 1.92 Cr,"8,000 / sq ft"
775,BUILDER,3 BHK Apartment,Kukatpally, 1.67 Cr,"8,000 / sq ft"
776,BUILDER,3 BHK Apartment,Kukatpally, 1.68 Cr,"8,000 / sq ft"
777,BUILDER,3 BHK Apartment,Kukatpally, 1.44 Cr,"8,000 / sq ft"
778,BUILDER,3 BHK Apartment,Kukatpally, 1.55 Cr,"8,000 / sq ft"
779,BUILDER,3 BHK Apartment,Kukatpally, 1.66 Cr,"8,000 / sq ft"
780,BUILDER,3 BHK Apartment,Kukatpally, 1.66 Cr,"8,000 / sq ft"
781,AGENT,Residential Plot,Sadashivpet, 39.76 L,"1,444 / sq ft"
782,AGENT,Residential Plot,Sadashivpet, 26.25 L,"1,444 / sq ft"
783,AGENT,Residential Plot,Sadashivpet, 24.04 L,"1,444 / sq ft"
784,AGENT,Residential Plot,Kothur Patti Digwal, 20 L,"1,346 / sq ft"
785,AGENT,Residential Plot,Kothur Patti Digwal, 34 L,"2,289 / sq ft"
786,VERIFIED OWNER,2 BHK Apartment,Bandlaguda Jagir, 79.99 L,"6,530 / sq ft"
787,VERIFIED OWNER,2 BHK Apartment,Toli Chowki, 65 L,"4,814 / sq ft"
788,VERIFIED OWNER,2 BHK Apartment,Aminpur, 58 L,"4,715 / sq ft"
789,VERIFIED OWNER,3 BHK Apartment,Kollur, 62 L,"4,305 / sq ft"
790,VERIFIED OWNER,3 BHK Apartment,Bairagiguda, 79.99 L,"5,044 / sq ft"
791,VERIFIED OWNER,2 BHK Apartment,Kadthal, 85 L,"7,713 / sq ft"
792,VERIFIED OWNER,2 BHK Apartment,Pragathi Nagar Kukatpally, 80 L,"5,517 / sq ft"
793,VERIFIED OWNER,10 BHK Independent House,LB Nagar, 3.4 Cr,"4,857 / sq ft"
794,VERIFIED OWNER,2 BHK Apartment,Bachupally, 89 L,"6,357 / sq ft"
795,VERIFIED OWNER,2 BHK Apartment,Isnapur, 29 L,"2,521 / sq ft"
796,VERIFIED OWNER,3 BHK Villa,Patancheru, 1.26 Cr,"7,730 / sq ft"
797,VERIFIED OWNER,3 BHK Apartment,Isnapur, 40 L,"4,000 / sq ft"
798,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 53 L,"4,818 / sq ft"
799,AGENT,2 BHK Apartment,Sultanpur, 53 L,"4,818 / sq ft"
800,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 53 L,"4,774 / sq ft"
801,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 57.36 L,"4,800 / sq ft"
802,AGENT,3 BHK Apartment,Hyder Nagar, 83 L,"5,203 / sq ft"
803,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 73.43 L,"5,605 / sq ft"
804,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 58 L,"5,087 / sq ft"
805,AGENT,3 BHK Apartment,Pragathi Nagar Kukatpally, 62 L,"4,105 / sq ft"
806,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 59 L,"5,175 / sq ft"
807,AGENT,3 BHK Apartment,Pragathi Nagar Kukatpally, 70 L,"4,861 / sq ft"
808,VERIFIED OWNER,5 BHK Villa,Serilingampally, 14.98 Cr,"23,046 / sq ft"
809,BUILDER,Residential Plot,Choutuppal, 97.81 L,"2,039 / sq ft"
810,VERIFIED OWNER,2 BHK Apartment,Turkayamjal, 58 L,"4,833 / sq ft"
811,VERIFIED OWNER,3 BHK Independent House,Alwal, 1.35 Cr,"6,585 / sq ft"
812,VERIFIED OWNER,2 BHK Apartment,Kukatpally, 84 L,"5,793 / sq ft"
813,VERIFIED OWNER,2 BHK Apartment,Manikonda, 90 L,"6,521 / sq ft"
814,VERIFIED OWNER,Residential Plot,Maheshwaram, 18.5 L,"1,370 / sq ft"
815,VERIFIED OWNER,Residential Plot,Kadthal, 25 L,205 / sq ft
816,VERIFIED OWNER,3 BHK Apartment,Somajiguda, 1.5 Cr,"9,063 / sq ft"
817,AGENT,2 BHK Apartment,Miyapur, 69 L,"5,655 / sq ft"
818,AGENT,3 BHK Villa,Bachupally, 1.68 Cr,"7,067 / sq ft"
819,VERIFIED OWNER,3 BHK Independent House,Hayathnagar, 97 L,"9,417 / sq ft"
820,BUILDER,Residential Plot,BN Reddy nagar, 2.52 Cr,"8,009 / sq ft"
821,BUILDER,Residential Plot,BN Reddy nagar, 1.72 Cr,"8,009 / sq ft"
822,BUILDER,Residential Plot,BN Reddy nagar, 1.92 Cr,"8,009 / sq ft"
823,BUILDER,Residential Plot,Shadnagar, 69.8 L,"1,939 / sq ft"
824,BUILDER,Residential Plot,Shadnagar, 69.8 L,"1,939 / sq ft"
825,BUILDER,Residential Plot,Shadnagar, 31.41 L,"1,939 / sq ft"
826,BUILDER,Residential Plot,Shadnagar, 31.41 L,"1,939 / sq ft"
827,BUILDER,Residential Plot,Shadnagar, 69.8 L,"1,939 / sq ft"
828,BUILDER,Residential Plot,Shadnagar, 69.8 L,"1,939 / sq ft"
829,BUILDER,Residential Plot,Shadnagar, 31.41 L,"1,939 / sq ft"
830,BUILDER,Residential Plot,Shadnagar, 31.41 L,"1,939 / sq ft"
831,VERIFIED OWNER,2 BHK Independent House,Boduppal, 1.5 Cr,"11,111 / sq ft"
832,VERIFIED OWNER,2 BHK Apartment,Isnapur, 38.5 L,"4,010 / sq ft"
833,VERIFIED OWNER,2 BHK Apartment,Mallampet, 57 L,"5,000 / sq ft"
834,VERIFIED OWNER,2 BHK Apartment,Kukatpally, 55 L,"5,041 / sq ft"
835,VERIFIED OWNER,3 BHK Apartment,Yapral, 72.86 L,"4,443 / sq ft"
836,VERIFIED OWNER,8 BHK Independent House,Nagaram, 2.25 Cr,"3,214 / sq ft"
837,VERIFIED OWNER,8 BHK Independent House,Nagaram, 2.25 Cr,"3,214 / sq ft"
838,VERIFIED OWNER,3 BHK Villa,Velmala, 1.5 Cr,"6,289 / sq ft"
839,VERIFIED OWNER,3 BHK Apartment,Rajendra Nagar, 90 L,"7,826 / sq ft"
840,VERIFIED OWNER,2 BHK Apartment,Narsingi, 1.02 Cr,"7,555 / sq ft"
841,VERIFIED OWNER,5 BHK Independent House,Munganoor, 1.45 Cr,"4,677 / sq ft"
842,VERIFIED OWNER,8 BHK Independent House,Sanjeeva Reddy Nagar, 2 Cr,"4,807 / sq ft"
843,VERIFIED OWNER,3 BHK Apartment,Rajendra Nagar, 90 L,"8,181 / sq ft"
844,VERIFIED OWNER,3 BHK Apartment,Appa Junction Peerancheru, 87 L,"5,800 / sq ft"
845,VERIFIED OWNER,3 BHK Apartment,Kompally, 49.95 L,"3,000 / sq ft"
846,VERIFIED OWNER,2 BHK Apartment,Amberpet, 53 L,"5,000 / sq ft"
847,VERIFIED OWNER,2 BHK Independent House,Laxmiguda, 55 L,"6,875 / sq ft"
848,VERIFIED OWNER,2 BHK Apartment,Badangpet, 37.49 L,"3,989 / sq ft"
849,VERIFIED OWNER,2 BHK Apartment,Medchal, 38 L,"3,377 / sq ft"
850,VERIFIED OWNER,4 BHK Independent House,Krishna Reddy Pet, 93 L,"6,888 / sq ft"
851,VERIFIED OWNER,2 BHK Independent House,Kadthal, 36 L,"3,272 / sq ft"
852,VERIFIED OWNER,3 BHK Villa,Kollur, 3.7 Cr,"10,799 / sq ft"
853,VERIFIED OWNER,2 BHK Apartment,Kompally, 60 L,"6,315 / sq ft"
854,VERIFIED OWNER,5 BHK Villa,Serilingampally, 5.5 Cr,"15,714 / sq ft"
855,VERIFIED OWNER,10 BHK Independent House,Vanasthalipuram, 3.7 Cr,"6,851 / sq ft"
856,VERIFIED OWNER,2 BHK Independent House,Beeramguda, 87 L,"7,250 / sq ft"
857,VERIFIED OWNER,2 BHK Independent House,Krishna Reddy Pet, 87 L,"7,250 / sq ft"
858,VERIFIED OWNER,3 BHK Villa,Patancheru, 1.27 Cr,"5,291 / sq ft"
859,VERIFIED OWNER,2 BHK Apartment,Rajendra Nagar, 59 L,"6,357 / sq ft"
860,VERIFIED OWNER,3 BHK Villa,Ibrahimpatnam, 64.5 L,"3,794 / sq ft"
861,VERIFIED OWNER,2 BHK Apartment,Patighanpur, 60 L,"4,444 / sq ft"
862,VERIFIED OWNER,3 BHK Apartment,Kondapur, 1.18 Cr,"7,398 / sq ft"
863,VERIFIED OWNER,2 BHK Independent Floor,Bandlaguda Jagir, 45 L,"4,090 / sq ft"
864,VERIFIED OWNER,2 BHK Apartment,Rampally, 61.25 L,"4,900 / sq ft"
865,VERIFIED OWNER,5 BHK Independent House,Alwal, 5 Cr,"10,000 / sq ft"
866,VERIFIED OWNER,5 BHK Independent House,Alwal, 5 Cr,"10,000 / sq ft"
867,VERIFIED OWNER,5 BHK Independent House,Bolarum, 5 Cr,"10,000 / sq ft"
868,VERIFIED OWNER,3 BHK Apartment,Rajendra Nagar, 60 L,"4,773 / sq ft"
869,VERIFIED OWNER,3 BHK Independent House,Hyderguda, 4 Cr,"25,396 / sq ft"
870,VERIFIED OWNER,3 BHK Apartment,Turkayamjal, 68 L,"4,503 / sq ft"
871,VERIFIED OWNER,3 BHK Villa,Patancheru, 1.26 Cr,"7,730 / sq ft"
872,VERIFIED OWNER,3 BHK Apartment,Alwal, 80 L,"5,194 / sq ft"
873,VERIFIED OWNER,2 BHK Apartment,Tukkuguda, 55.8 L,"4,500 / sq ft"
874,VERIFIED OWNER,2 BHK Apartment,Pocharam, 38 L,"3,917 / sq ft"
875,VERIFIED OWNER,2 BHK Independent House,Krishna Reddy Pet, 96 L,"7,680 / sq ft"
876,VERIFIED OWNER,4 BHK Villa,Yapral, 2.39 Cr,"7,096 / sq ft"
877,VERIFIED OWNER,2 BHK Independent House,Kadthal, 36 L,"3,272 / sq ft"
878,VERIFIED OWNER,3 BHK Apartment,Nagaram, 77 L,"4,812 / sq ft"
879,VERIFIED OWNER,3 BHK Independent House,Gajularamaram, 1.6 Cr,"9,411 / sq ft"
880,VERIFIED OWNER,2 BHK Apartment,Kondapur, 1.25 Cr,"9,637 / sq ft"
881,VERIFIED OWNER,3 BHK Apartment,Kukatpally, 91 L,"5,852 / sq ft"
882,VERIFIED OWNER,2 BHK Apartment,Isnapur, 40 L,"4,000 / sq ft"
883,VERIFIED OWNER,6 BHK Independent House,Saidabad, 1.9 Cr,"5,428 / sq ft"
884,VERIFIED OWNER,2 BHK Apartment,Pragathi Nagar Kukatpally, 66 L,"5,238 / sq ft"
885,VERIFIED OWNER,2 BHK Apartment,Bongloor, 55 L,"4,824 / sq ft"
886,VERIFIED OWNER,2 BHK Apartment,Hafeezpet, 73.18 L,"5,999 / sq ft"
887,VERIFIED OWNER,3 BHK Apartment,Pragathi Nagar Kukatpally, 1.15 Cr,"4,713 / sq ft"
888,VERIFIED OWNER,10 BHK Independent House,Nallakunta, 2.5 Cr,"4,166 / sq ft"
889,VERIFIED OWNER,3 BHK Apartment,Chandanagar, 1 Cr,"6,666 / sq ft"
890,VERIFIED OWNER,4 BHK Villa,Bandlaguda Jagir, 4 Cr,"11,428 / sq ft"
891,VERIFIED OWNER,3 BHK Apartment,Kapra, 68 L,"4,506 / sq ft"
892,VERIFIED OWNER,3 BHK Apartment,Khairatabad Road, 1.59 Cr,"8,648 / sq ft"
893,VERIFIED OWNER,3 BHK Apartment,Banjara Hills, 1.6 Cr,"7,916 / sq ft"
894,VERIFIED OWNER,2 BHK Apartment,Thumkunta, 40 L,"4,744 / sq ft"
895,VERIFIED OWNER,2 BHK Independent House,muthangi, 68 L,"5,151 / sq ft"
896,VERIFIED OWNER,3 BHK Independent House,Adibatla, 1.1 Cr,"4,074 / sq ft"
897,VERIFIED OWNER,2 BHK Apartment,Shamirpet, 31 L,"2,583 / sq ft"
898,VERIFIED OWNER,3 BHK Apartment,Appa Junction Peerancheru, 1.6 Cr,"8,097 / sq ft"
899,VERIFIED OWNER,3 BHK Apartment,Bachupally, 85 L,"5,743 / sq ft"
900,VERIFIED OWNER,3 BHK Independent House,Karwan, 1.35 Cr,"10,344 / sq ft"
901,VERIFIED OWNER,2 BHK Apartment,Patancheru, 50.52 L,"4,299 / sq ft"
902,AGENT,3 BHK Apartment,Bhadurpalle, 58 L,"3,866 / sq ft"
903,VERIFIED OWNER,2 BHK Apartment,Rajendra Nagar, 59 L,"6,357 / sq ft"
904,VERIFIED OWNER,3 BHK Apartment,Kokapet, 1.65 Cr,"9,821 / sq ft"
905,VERIFIED OWNER,3 BHK Apartment,Bachupally, 85.5 L,"5,700 / sq ft"
906,VERIFIED OWNER,2 BHK Independent House,Beeramguda, 87 L,"7,250 / sq ft"
907,VERIFIED OWNER,2 BHK Independent House,Krishna Reddy Pet, 87 L,"7,250 / sq ft"
908,VERIFIED OWNER,2 BHK Apartment,Madhapur, 99 L,"8,016 / sq ft"
909,VERIFIED OWNER,3 BHK Apartment,Begumpet, 1.78 Cr,"8,476 / sq ft"
910,VERIFIED OWNER,4 BHK Apartment,Kokapet, 4.5 Cr,"13,024 / sq ft"
911,VERIFIED OWNER,2 BHK Apartment,Boduppal, 75 L,"6,250 / sq ft"
912,VERIFIED OWNER,3 BHK Apartment,Kollur, 52.5 L,"3,500 / sq ft"
913,VERIFIED OWNER,3 BHK Apartment,Bachupally, 71 L,"5,228 / sq ft"
914,VERIFIED OWNER,5 BHK Independent House,Yapral, 4.1 Cr,"10,250 / sq ft"
915,VERIFIED OWNER,3 BHK Villa,Patancheru, 1.27 Cr,"5,291 / sq ft"
916,VERIFIED OWNER,2 BHK Independent House,Borabanda, 90 L,"9,009 / sq ft"
917,VERIFIED OWNER,3 BHK Apartment,Gandipet, 96.7 L,"5,596 / sq ft"
918,VERIFIED OWNER,3 BHK Apartment,Narsingi, 1.32 Cr,"6,000 / sq ft"
919,VERIFIED OWNER,2 BHK Apartment,Pocharam, 45 L,"4,090 / sq ft"
920,VERIFIED OWNER,3 BHK Apartment,Gandi Maisamma, 62 L,"4,133 / sq ft"
921,VERIFIED OWNER,8 BHK Independent House,Aminpur, 2.9 Cr,"7,631 / sq ft"
922,VERIFIED OWNER,2 BHK Apartment,Dammaiguda, 45 L,"4,225 / sq ft"
923,VERIFIED OWNER,4 BHK Independent Floor,Dammaiguda, 1.1 Cr,"4,230 / sq ft"
924,VERIFIED OWNER,3 BHK Apartment,Uppal, 80 L,"5,747 / sq ft"
925,VERIFIED OWNER,2 BHK Independent Floor,Moula Ali, 2.5 Cr,"10,683 / sq ft"
926,VERIFIED OWNER,4 BHK Apartment,Mokila, 1.35 Cr,"4,500 / sq ft"
927,VERIFIED OWNER,3 BHK Apartment,Tellapur, 91 L,"6,500 / sq ft"
928,VERIFIED OWNER,3 BHK Apartment,Nallagandla Gachibowli, 1.32 Cr,"7,787 / sq ft"
929,VERIFIED OWNER,4 BHK Apartment,Kokapet, 4.5 Cr,"13,024 / sq ft"
930,VERIFIED OWNER,2 BHK Apartment,Boduppal, 75 L,"6,250 / sq ft"
